post_type,text
0,"['ลืม', 'หู', 'ฟัง', 'airpod', 'ตึก', 'เรียน', '69', 'Alk', 'Jomm', 'คน', 'คับ']"
1,"['ขออนุญาต', 'โพสต์', 'แก้บน', 'แล้', 'วหา', 'ยีราฟ', 'เชิญ', 'เปิดรับ', 'ออเดอร์', 'น้า', 'ยีราฟ', 'ตัว', '75', 'บาท', 'ราคา', 'ราคา', 'โรง', 'ปั้น', 'ตอนนี้', 'ทัก', 'คุย', 'ราคา', 'สมหวัง', 'ยินดี', 'น้า', 'ขอให้', 'สมหวัง', 'นะค้า', 'สนใจ', 'inbox', 'สอบถาม', 'นัด', 'มจพ', 'วันที่', '4', 'กค', 'fbsirirat', 'aunjai', 'fb', 'ปูนปั้น', 'ยีราฟ', 'นัด', 'มจพ', 'igmjpukpikshop']"
3,"['ผู้หญิง', 'ชื่อ', 'สนุ๊ก', 'บุคคล', 'อันตราย', 'เข้ามา', 'ตีสนิท', 'สอง', 'บอ', 'ตัวเอง', 'โทรศัพท์', 'บัตร', 'ประชน', 'กระเป๋า', 'เงิน', 'หาย', 'แล้', 'วจะ', 'ขอยืม', 'เงิน', 'เดี๋ยว', 'น้อง', 'โอน', 'คืนให้', 'น้อง', 'รู้', 'ตัวตน', 'รึเปล่า', 'ตอนนี้', 'คน', 'โดน', 'คน', 'เจอ', 'แถว', 'ร้านเหล้า', 'มอ', 'บอ', 'ตัวเอง', 'หอ', 'แถว', 'ริมน้ำ', 'หอ', 'คนอื่น', 'ตัวเอง', 'ที่อยู่', 'หอ', 'หา', 'คน', 'เกาะ', 'คน', 'พูดเก่ง', 'ดู', 'น่าเชื่อถือ', 'คำพูด', 'updat', 'ตอนนี้', 'ดูแล', 'ครอบครัว', 'พ่อ', 'ยอมให้', 'ตัวส่ง', 'ตำรวจ', 'มีโอกาส', 'ที่จะ', 'หนี', 'ออกมา', 'ทำ', 'เดิม', 'ท่าที', 'ที่จะ', 'สำนึกผิด', 'เจอ', 'แนะนำ', 'เลี่ยง', 'ที่จะ', 'เข้าไป', 'พูดคุย', 'ความช่วยเหลือ', 'edit', 'ลบ', 'ข้อมูล', 'ส่วนตัว', 'บางส่วน', 'เบลอ', 'หน้า', 'โดน', 'พร', 'บ', 'คอม', 'คดี', 'ทำ', 'อยากได้', 'ข้อมูล', 'แจ้งความ', 'inbox']"
3,"['อุตสาหกรรม', 'เกษตร', 'นวัตกรรม', 'Ati', 'เรียน', 'หรอ', 'เรียน', 'รบกวน', 'รุ่น', 'พี่', 'สาขา', 'แนะนำ']"
1,"['ขายบัตร', 'big', 'mountain', '2022', 'จำนวน', '5', 'ใบ', 'บัตร', 'แข็ง', 'ราคา', 'ใบ', '1650', 'บาท', 'ขาย', 'ติด', 'เรียน', 'คั้บ', 'บบบ', 'นัด', 'มอ']"
0,"['ลืม', 'ไม้ปิงปอง', 'โต๊ะ', '40', 'ทัก', 'ผม', 'คับ']"
3,"['มีไลน์', 'ทีม', 'วิชา', 'materials', 'sec', '6', 'เรียน', 'อุกหฤษฏ์', 'มั้ง', 'ขอบคุณ', 'ล่วงหน้า']"
1,"['ปล่อย', 'บัตร', 'เชียง', 'เฟส', '3', '2', 'ใบ', 'ใบ', '1000']"
0,"['ติดต่อ', 'รับคืน', 'เจอ', 'ตึก', 'tgg']"
1,"['ปล่อย', 'หนังสือ', 'ชื่อ', 'เกีอบ', 'เล่ม', 'สภาพ', 'แทบ', 'รอย', 'ยกเว้น', 'วิชา', 'อังกฤษ', 'เล่ม', '90', 'บาท', '50', 'บาท', 'ม', 'ราคา', '2', 'เล่ม', 'มหาลัย', '100', 'เรียน', 'จันทร์บ่าย', 'อังคาร', 'พุธ', 'พฤหัส', 'math', '1', '3', 'เล่ม', 'อ', 'สุรางค์', 'math', '1', 'gen', '5', 'gen', '6', 'phy', '2', 'กลาง', 'ปลาย', 'firsthand', '2b', 'roadmap', 'b', '1', 'ปล', 'ติดตาม', 'หนังสือ']"
1,"['ส่งต่อ', 'ชุด', 'ทำ', 'โปรเจค', 'Arduino', 'ใช้แล้ว', 'ซื้อ', 'ทำ', 'mini', 'project', 'โดน', 'ไฟ', 'ครึ่ง', 'เดือน', 's', 'า', 'g', 'า', '1700', 'บาท', 'คุ้ม', 'ของแถม', 'ชิ้น', 'แกะ', 'inbox', 'กล่อง', '49', 'รายการ', 'ของแถม', 'ดังนี้', '1', 'Arduino', 'Uno', 'R', '3', '2', 'USB', '20', '50', 'CM', '3', 'BreadBoard', '830', 'รู', 'x', '1', '4', 'DHT', '11', 'Sensor', 'อุณหภูมิ', 'ความชื้น', 'x', '1', '5', 'Water', 'Sensor', 'x', '1', '6', '4', 'x', '4', 'Matrix', 'Module', 'x', '1', '7', '5', 'V', 'Stepper', 'Motor', 'x', '1', '8', 'LCD', '1602', 'x', '1', '9', 'RGB', 'Module', 'x', '1', '10', 'SG', '90', 'x', '1', '11', 'DS', '1302', 'x', '1', '12', 'Remote', 'Control', 'x', '1', '13', 'KY', '037', 'x', '1', '14', 'Set', 'RFID', 'x', '1', '15', 'สายไฟ', 'ผ', 'ผ', 'x', '1', 'มัด', '16', 'สาย', 'จัมป์', 'M', 'F', 'x', '1', '17', '7', 'Segment', '4', 'digit', 'x', '1', '18', '7', 'Segment', '1', 'digit', 'x', '1', '19', 'IR', 'Receiver', 'Module', 'x', '1', '20', 'LDR', 'x', '1', '21', 'Active', 'Buzzer', 'x', '1', '22', 'Passive', 'Buzzer', 'x', '1', '23', 'Joystick', 'Module', 'x', '1', '24', 'Potentiometer', '10', 'K', 'x', '1', '25', 'Button', 'x', '1', '26', 'ฝา', 'Button', 'x', '1', '27', 'LM', '35', 'x', '1', '28', 'IC', '74', 'HC', '595', 'x', '1', '29', 'Tlit', 'Switch', 'x', '1', '30', 'LED', 'สี', 'เขียว', 'x', '1', 'ชุด', '31', 'LED', 'สีแดง', 'x', '1', 'ชุด', '32', 'LED', 'สีเหลือง', 'x', '1', 'ชุด', '33', 'ตัว', 'ต้านทาน', '220', 'ohm', 'x', '1', 'ชุด', '34', 'ตัว', 'ต้านทาน', '1', 'K', 'ohm', 'x', '1', 'ชุด', '35', 'ตัว', 'ต้านทาน', '10', 'K', 'ohm', 'x', '1', 'ชุด', '36', 'Relay', '5', 'V', '1', 'ช่อง', 'LED', 'x', '1', '37', '8', 'x', '8', 'Matrix', 'Module', 'x', '1', '38', '9', 'V', 'ขั้ว', 'ถ่าน', 'x', '1', '39', '254', 'ก้างปลาตัวผู้', 'x', '1', '40', 'ใบ', 'อ่านค่าตัว', 'ต้านทาน', 'x', '1', 'กระดาษแข็ง', '41', 'ใบ', 'แนะนำ', 'รายการ', 'X', '1', 'กระดาษแข็ง', '42', 'แถม', 'สาย', 'จัมป์', 'เมีย', 'x', '1', '43', 'TPN', '122', 'C', 'npn', 'ทรานซิสเตอร์', '44', 'TPN', '31', 'C', 'npn', 'ทรานซิสเตอร์', '45', 'gear', 'mortor', 'ทด', '100', 'รอบ', 'x', '2', '46', 'mortor', 'ทด', 'รอบ', '148', 'ล้อ', '2', '47', 'L', '293', 'D', 'mortor', 'shield', 'driver', 'mini', '48', 'Bluetooth', 'HC', '05', '49', 'ULN', '2003', 'Driver', 'Code', 'ไลบรารี', 'คู่มือการใช้งาน', 'ตัวอย่าง', '34', 'ภาษาอังกฤษ', 'แถม', 'กล่อง', 'แสกน', 'ดาว', 'โหลด', 'ทุกเวลา', 'หมดปัญหา', 'เครื่อง', 'อ่าน', 'CD', 'ไฟล์', 'วิธีการใช้งาน', 'ไฟล์', 'หลัก', 'ประกอบด้วย', 'เนื้อหา', '1', 'Hello', 'World', 'บท', 'เริ่มต้น', '2', 'LED', 'flashing', 'Experiment', 'การทดลอง', 'LED', '3', 'PWM', 'control', 'light', 'levels', 'Experiment', 'การทดลอง', 'LED', 'PWM', '4', 'LED', 'flashing', 'Experiment', 'การทดลอง', 'LED', '5', 'Advertising', 'lights', 'effect', 'experiment', '6', 'Traffic', 'light', 'design', 'experiments', '7', 'buzzer', 'experiments', '8', 'Tilt', 'switch', 'experiments', '9', 'Keys', 'controll', 'LED', 'experiment', '10', 'Responder', 'design', 'experiments', '11', 'Analog', 'value', 'read', 'experiment', '12', 'Experimental', 'sound', 'light', 'control', '13', 'Flames', 'alarm', 'experiment', '14', 'Arduino', '05', 'V', 'range', 'voltmeter', '15', 'Voice', 'detection', 'module', '16', 'LM', '35', 'temperature', 'sensor', 'experiment', '17', 'Thermostat', 'cups', '18', 'Nixie', 'tube', 'display', 'experiment', '19', 'arduino', 'drive', 'four', 'digital', 'tube', '20', '8', 'x', '8', 'LED', 'dot', 'matrix', 'module', '21', 'tricolor', 'LED', 'RGB', 'Module', '22', '74', 'HC', '595', 'experiment', '23', '4', 'x', '4', 'Button', 'display', 'experimental', '24', 'Arduino', 'connection', 'DS', '1302', 'clock', 'module', '25', 'Water', 'lever', 'meter', 'module', '26', 'DHT', '11', 'temperature', 'humidity', 'sensor', '27', 'Relay', 'Module', '28', 'I', '2', 'C', 'LCD', '1602', 'module', '29', 'Stepper', 'motor', 'test', '30', 'Servo', 'control', 'experiments', '31', 'Game', 'joystick', 'axis', 'sensor', 'module', '32', 'Infrared', 'remote', 'control', '33', 'RFID', 'reader', 'experiment', '34', 'Access', 'Control', 'System', 'Experiment', 'arduino', 'uno', 'โปรเจค', 'miniproject', 'ส่งต่อ', 'ใช้แล้ว']"
3,"['หา', 'ตู้เย็น', 'ส่งต่อ']"
0,"['เจอ', 'บัตร', 'ประจำ', 'ตัว', 'ประชาชน', 'แถว', 'หน้า', 'หอ', 'พัก', 'ชาย', 'ริม', 'น้ำ', 'ซ', '11', 'รู้จัก', 'เจ้าของ', 'บัตร', 'หอ', 'พัก', 'บ้านอุทัยวรรณเสา', 'ไฟฟ้า', 'แรง', 'เบอร์', 'ติดต่อ', '0616312331']"
1,"['ขาย', 'สัญญา', 'หอ', 'ulif', 'prime', 'ห้อง', '34', 'คน', 'ห้อง', 'ริม', 'ชั้น', '6', 'ห้อง', '10500', 'บาท', 'เดือน', 'เดือน', 'ธันวาคม', 'รายละเอียด', '1', 'ประกัน', 'สัญญา', '14000', 'สัญญา', '1', 'ปี', '2', 'ห้อง', 'เดือน', 'รายละเอียด', 'หอ', 'น้ำ', '19', 'หน่วย', 'มิเตอร์', 'ไฟ', '8', 'หน่วย', 'มิเตอร์', 'ที่จอดรถ', 'ยนต์', 'ฟรี', 'ที่จอดรถ', 'มอเตอร์ไซค์', 'มีค่า', 'ส่วนกลาง', 'ฟรี', 'คีย์', 'การ์ด', '4', 'ใบ', 'ฟรี', 'ฟิตเนส', 'ให้บริการ', 'ฟรี', 'ล้าง', 'แอร์', '6', 'เดือน', 'สิ่งอำนวยความสะดวก', 'เครื่อง', 'ป', 'ริ้น', 'เต', 'อร', '์', 'หอพัก', 'ให้บริการ', '24', 'ชม', 'ตู้', 'เซเว่น', 'ให้บริการ', '24', 'ชม', 'คาเฟ่', 'เครื่องดื่ม', 'ตึก', 'ให้บริการ', 'คาเฟ่', 'ขาย', 'เครื่องดื่ม', 'แอล', 'กอ', 'ฮอร์', 'ตู้', 'บริการ', 'พัสดุ', '24', 'ชม', 'สอบถาม', 'รายละเอียด', 'ทัก', 'แชท']"
1,"['ขาย', 'สัญญา', '“', 'หอ', 'พักหญิงปิ่นสุข', '”', 'สัญญา', '10000', 'เดือน', 'ธันวาคม', 'สัญญา', 'เดือน', 'มิถุนายน', '2566', 'ห้อง', '4000', 'เดือน', 'ไฟ', 'หน่วย', '8', 'น้ำ', 'หน่วย', '18', 'โต๊ะ', 'หนังสือ', 'เก้าอี้', '2', 'ตัว', 'ตู้', 'เสื้อผ้า', 'เตียง', 'ชั้น', '1']"
1,"['ขออนุญาติ', 'ขาย', 'ซื้อ', 'ทำ', 'โปรเจค', 'สเปก', 'ขาย', 'มอเตอร์', 'สก', 'ู๊ต', 'เต', 'อร', '์', '12', 'V', '28', 'A', '250', 'W', '2700', 'RPM', 'ล้อ', 'สก', 'ู๊ด', 'เต', 'อร', '์', '4', '”', 'ทั้งคู่', 'ซื้อ', 'ไซ', 'ร์', 'ต้องการ', 'ขาย', 'ใช้งาน', 'เท', 'ส', 'แล้วทำงาน', 'ปกติ', 'มีมอเตอร์', '2', 'ชุดมีน', '๊อต', '4', 'ตัว', 'เฟื่อง', 'ติดมอเตอร์', 'เฟื่อง', '11', 'ฟัน', 'ชุดล้อมี', '2', 'ชุด', 'ชุดละ', '2', 'ล้อ', 'บูท', 'ทุกล้อ', 'บูท', '10', 'mm', 'มอเตอร์', 'ชุด', 'ขาย', '600', 'บาท', 'ล้อ', 'ขาย', 'ชุดละ', '400', 'บาท', 'ราคา', 'ต่อรอง', 'นนทบุรี', 'ฟรี', 'มอ', 'ถึงที่']"
1,"['หอพัก', 'The', 'North', 'ห้อง', 'ว่าง', 'ต้น', 'เด', 'ื', 'มกราคมนี้', 'ราคา', '4800', 'บาท', 'เดือน', 'เตียง', '5', 'ฟุต', 'ตู้เสื้อผ้า', 'โต๊ะ', 'เก้าอี้', 'แอร์', 'พัดลม', 'เครื่องทำน้ำอุ่น', 'ราวตากผ้า', 'มีค่า', 'ส่วนกลาง', 'สัญญา', '6', 'เดือน', 'สิ่งอำนวยความสะดวก', '1', '⃣', 'ระบบ', 'กล้องวงจรปิด', '2', '⃣', 'เครื่องซักผ้า', 'หยอด', 'เหรียญ', '3', '⃣', 'เข้าออกระบบ', 'คีย์', 'การ์ด', '4', '⃣', 'ฟรี', 'WiFi', '5', '⃣', 'ตู้', 'น้ำ', 'หยอด', 'เหรียญ', '6', '⃣', 'ที่จอดรถยนต์', 'ให้เช่า', 'รายเดือน', '7', '⃣', 'ที่จอดรถขนของ', 'ที่จอดรถ', 'ผู้ปกครอง', 'น้องๆ', 'คน', 'สนใจ', 'สอบถาม', 'ไลน์', 'thedorms']"
1,"['จอด', 'รถ', 'ประตู', 'มอ', 'ปี', 'เต้า', 'หู้', 'นม', 'สด', 'คน', 'จอด', 'จอด', 'รถ', 'ถนน', 'เต็ม', 'จอด', 'อย่า', 'ซ้อน', '2', 'ซ้อน', '3', 'เวลา', 'รถ', 'สวน', 'ติด', 'มอไซค์', '10', 'บาท', 'ป้า', 'บริการ', 'รัก', 'จอด', 'ประจำ', 'เลออ']"
1,"['ขาย', 'ปล่อย', '500', '฿', 'กะ', 'จึ๋ง', 'นึง', 'นัด', 'มอ']"
1,"['ขาย', 'สัญญา', 'หอ', 'U', 'Life', 'prime', 'ตึก', '1', 'สัญญา', '9000', 'บาท', 'ลด', 'คับ', 'ค่าเช่า', 'ห้อง', 'เดือน', '5500', 'บาท', 'ไฟ', '8', 'บาท', 'น้ำ', '19', 'บาท', 'คีย์', 'การ์ด', '2', 'ใบ', 'ฟิตเนส', 'ที่จอดรถ', 'เตียง', '6', 'ฟุต', '33', 'โต๊ะเขียนหนังสือ', 'แอร์', '1', 'ตัว', 'ตู้เย็น', '1', 'ชั้น', 'วาง', 'รองเท้า', 'ชั้นวางของ', 'หอ', 'มอม', 'จพ', 'มจพ']"
3,"['PnetPE', 'เรื่อง', 'เรียน', 'สังคม', 'พี่', 'แนะ']"
3,"['ร้าน', 'อาหาร', 'มอ', 'ไหม', 'ผม', 'ย้าย', 'คั๊บ']"
1,"['ขาย', 'เครื่อง', 'คิดเลข', 'deli', 'd', '82es', 'plus', 'ราคา', 'เดิม', '599', 'ลด', '450', 'บาท', 'ตอน', 'สอบ', 'ออนไลน์']"
3,"['หา', 'บ้าน', 'เช่า', 'ระแวก', 'ม', 'เดินทาง', 'มสะดวก', '23', 'ห้อง', 'นอน', 'เรทราคา', '1500020000', 'เฟอร์นิเจอร์', 'เดือน', 'มกราคม']"
3,"['รุ่น', 'พี่', 'CE', 'แนะนำ', 'เรียน', 'สังคม', 'ชีวิต', 'เรียน', 'เก่ง', 'รอด']"
0,"['เจอ', 'อยู่ตึก', '62', 'ชั้น', '8']"
3,"['ค้า', 'บบ', 'พี่', 'น้องๆ', 'คน', 'ปริ้น', 'เอกสาร', 'เล่ม', 'รายงาน', 'ใบ', 'งาน', 'บริการ', 'น้า', 'ทัก', 'บ']"
3,"['งบ', '1000', 'อนุญาต', 'หา', 'จักรยาน', 'พัดลม', 'ขาย', 'คอมเมนท์']"
3,"['สมัคร', 'ค่าย', 'น้า', 'คณะ', 'กด', 'ลิงก์']"
3,"['แถว', 'มอ', 'ร้าน', 'ถ่าน', 'นาฬิกา', 'ข้อ', 'มือ']"
3,"['จบ', 'ฟิสิกส์', 'ประยุกต์', 'ฝึก', 'งาน', 'ดี']"
3,"['หา', 'หอ', 'พัก', 'ราคา', '4500', 'บาท', 'ซอยวงศ์', 'สว่าง', '11']"
3,"['ลงคอสแคล', '2', 'Sigmaking', 'ผม', 'หาร', 'ไหม']"
0,"['Iphone', 'ทิ้ง', 'ห้องน้ำ', 'ชาย', 'ฝาก', 'ป้อม', 'ยาม']"
3,"['ข่าว', 'ดี', 'สำหรับ', 'น้อง', 'กล้า', 'ชุมนุม', 'วิชาการ', 'สันทนา', 'สมัคร', 'มือไมค์', 'สมัคร', 'ศึกษา', 'คณะวิศวกรรมศาสตร์', 'คุณสมบัติ', 'สนใจ', 'สแกน', 'QR', 'Code', 'ล่าง', 'สมัคร', 'ลิ้งค์', 'สมัคร', '18', 'มกราคม', '2566']"
3,"['ไฟล์', 'ตรวจ', 'สุขภาพ', 'มหาลัย', 'ไหม', 'หรอค']"
0,"['ลืม', 'ซอง', 'บัตร', 'โต๊ะ', 'บริเวร', 'ตึก', '40', 'ปี', 'ฝั่ง', 'สระ', 'น้ำ', 'ติดต่อ', 'คืน', 'Tel', '0803602412']"
3,"['หา', 'ห้อง', 'พัก', 'โรง', 'แรม', 'ห้อง', 'ดี', 'แถว', 'มอ']"
0,"['ลืม', 'กุญแจ', 'โรง', 'อาหาร', '40', 'โต๊ะ', 'แถว', 'ร้าน', 'อาหาร', 'อิสลาม', 'เจ้าของ', 'ติดต่อ']"
3,"['รอบ', 'โครงการ', 'คัดเลือก', 'กระจาย', 'โอกาศ', 'ปวชปวสมีเกณฑ์', 'สมัคร', 'หรอ']"
3,"['หา', 'หอราคา', 'ต่ำ', '4500']"
3,"['บ้าน', 'ว่าง']"
3,"['หา', 'บ้านเช่า', 'ใกล้ม', 'หาลัย']"
3,"['หา', 'บ้าน', 'เช่า', 'มอ', '56', 'คน']"
1,"['แนะนำ', 'บ้านเช่า', 'สำหรับ', 'ศึกษา', 'ศึกษา', 'จังหวัด', 'เพื่อน', 'รุ่น', 'พี่', 'รุ่น', 'น้อง', 'คน', 'บ้าน', 'ทำ', 'กิจกรรม', 'รับน้อง', 'รับรุ่น', 'อิสระ', 'ชีวิต', 'พื้นที่', 'สิทธิ', 'บุคคล', 'เชิญ', 'บ้าน', '2', 'ชั้น', '4', 'ห้อง', 'นอน', '4', 'ห้องน้ำ', 'ห่าง', 'ประตู', 'มอ', '250', 'เมตร', 'เตียง', 'นอน', '6', 'ฟุต', 'ห้อง', 'ตู้', 'เสื้อผ้า', 'ห้อง', 'แอร์', 'ห้อง', 'ห้องน้ำ', 'แยก', 'ห้อง', 'ห้อง', 'จอด', 'รถ', 'ตาก', 'แดด', 'รถ', 'พัง', 'จำกัด', 'เช่า', 'เดือน', '25000', 'บาท', 'พิเศษ', 'ลด', 'เช่า', 'ประชด', 'ลุง', '…', 'เดือน', '23000', 'บาท', 'น้ำ', 'ไฟ', 'บวก', 'เดือน', 'กค', '65', 'คน', 'หาร', 'เช่า', 'หอ', 'อี๊กกก', 'สนใจ', 'ติดต่อ', '0955', '270995', 'สแกนqr', 'code', 'แอดไลน์', 'ดู', 'คลิป', 'วิดีโอ', 'บ้าน']"
3,"['เช่า', 'บ้าน', 'หมู่บ้านสิรีนพาร์ค', '2', 'พื้นที่', 'ใช้สอย', '200', 'ตรม', '4', 'ห้อง', 'นอน', '2', 'ห้องน้ำ', '8', 'คน', 'เฟอร์นิเจอร์', 'เครื่อง', 'ไฟฟ้า', 'บ้าน', 'หน้า', '6', 'เมตร', 'จอด', 'รถ', 'ยนต์', 'มอไซค์', 'คัน', 'สนใจ', 'โทร', '0813335375']"
1,"['เช่า', 'คอนโด', 'รีเจ้นท์', 'บางซ่อน', 'เฟส', '27', 'ห่าง', '300', 'ม', 'mrt', 'ซ่อน', 'ขนาด', '28', 'ตรม', 'สัญญา', '1', 'ปี', 'มัด', '2', 'เดือน', 'เช่า', '6500', 'บาท', 'เดือน', 'ตู้', 'เย็น', 'เครื่อง', 'ซัก', 'ผ้า', 'จอด', 'รถ', 'ไฟ', 'จ่าย', 'ไฟฟ้า', 'น้ำ', '18', 'บาท', 'หน่วย', 'โทร', 'line', '0892004894']"
1,"['อนุญาต', 'แอดมิน', 'ขาย', 'เซ็ท', 'ปริญญา', 'ใส่', '1', 'ราคา', 'ภาพ', 'เสื้อ', 'ไซต์', '40', 'กระดุม', 'เครื่องหมาย', '100', 'บาท', 'กระโปรง', 'เอ', 'ผ่า', 'หน้า', 'เอว', '31', '20', '100', 'บาท', 'กระโปรง', 'พิธีการ', 'ม', 'เอว', '31', '24', '120', 'บาท', 'เข็มขัด', '100', 'บาท', 'รองเท้า', 'ปริญญา', 'ไซต์', '41', 'ราคา', '150', 'บาท', 'นัด', 'แถว', 'ซอย', '11', 'สนใจ', 'comment', 'IB']"
3,"['หาหอ', '23', 'คน', 'เตียง', 'คู่', 'มอ', 'งบ', '40007000']"
3,[]
3,"['หา', 'เสื้อ', 'พละ', 'xl']"
3,"['หา', 'หอพัก', 'มครับ', 'งบ', '3000', 'เฟอร์', 'รูป']"
1,"['ปล่อย', 'สัญญา', 'ขาย', 'ประกัน', 'หอ', 'หอ', 'พักสมาร์ท', 'เพลส', 'ชั้น', '5', 'มอ', 'เดิน', '5', 'นาที', 'จ่าย', '10000', 'สัญญา', 'ตอน', 'คืน', '12000', 'ห้อง', 'เดือน', '4900', 'เน็ต', 'ห้อง', 'ละเรา', 'เตอร์', 'ตู้', 'เตียง', 'แอร์', 'คอม', 'เครื่อง', 'ซัก', 'ผ้า', 'หยอด', 'เหรียญ', 'หอ', 'ระบบ', 'สแกน', 'หน้า', 'หอ', 'พัก', 'ร้าน', 'อาหาร', 'บริเวณ', 'รอบ', 'สะดวก', 'วิน', 'มอไซค์', 'สัญญา', '30', 'พฤษภาคม', 'สนใจ', 'สอบถาม', 'IB', 'ค้าบ']"
3,"['แนะนำ', 'ร้าน', 'ตัด', 'ผม', 'หญิง', 'ตัด', 'เรฟ', 'ราคา', 'สร้าง', 'บ้าน']"
0,"['เจอ', 'ปาก', 'กา', 'ไอ', 'แพด', 'ห้อง', 'หน้า', 'ห้อง', '72402', 'พุธ', 'ตอน', 'บ่าย']"
3,"['อนุญาต', 'สอบถามค', 'มจพ', 'กิน', 'ขาย', 'มอ']"
1,"['ขาย', 'สัญญา', 'หอ', 'Ulife', 'Prime', 'ตึก', '4', 'ชั้น', '8', 'สัญญา', '10000', 'บาท', 'หอ', 'เดือน', '7200', 'บาท', 'สัญญา', 'มิถุนายน', '2566', 'ห้อง', '2', 'เตียง', 'แยก', '23', 'คน', 'ไฟ', '8', 'น้ำ', '19', 'มีคีย์การ์ด', '3', 'ใบ', 'เครื่อง', 'ซัก', 'ผ้า', 'ชั้น', 'ห้อง', 'แอร์', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'ตู้', 'เย็น', 'อ่าง', 'ล้าง', 'จาน', 'ห้อง', 'ระเบียง', 'สนใจ', 'สอบถาม']"
3,"['เครื่อง', 'เลข', 'casio', 'fx', '991ex', 'ไหม']"
3,"['ครุศาสตร์', 'ไฟฟ้า', 'เทียบ', 'โอน', '3', 'ปี', 'คน', 'จบ', 'ปวส', 'เรียน', 'ไหม', 'แนะนำ']"
3,"['ตอน', 'สมัค', 'สอบ', 'รอบ', 'สอบ', 'วุฒิ', 'ปวส']"
3,"['แถว', 'มอ', 'ร้าน', 'อาหาร', 'คลีน', 'แนะนำ', 'ร้าน', 'อาหาร', 'คลีน', 'แถว']"
3,"['หา', 'สัญญา', 'SP', 'ST', 'S', '9', 'กพ', 'มีนา']"
3,"['บุญ', 'เบื้องหลัง', 'สุข', 'สำเร็จ', 'ชีวิต', 'เริ่มต้น', 'ดี', 'ชีวิต', 'ปัง', 'งง', 'เชิญชวน', 'ท่าน', 'สั่ง', 'สมบุญ', 'ตักบาตร', 'ปี', 'ปี', '2566', 'เติม', 'บุญ', 'เติม', 'กำลังใจ', 'ก้าว', 'ชีวิต', 'เวลา', '720', 'น', 'งาน', 'ตักบาตร', 'ย้าย', 'ลานสวนปาล์ม', 'หน้า', 'อาคารโรง', 'อาหาร', '40', 'อาหาร', 'ตักบาตร', 'จำหน่าย', 'หน้า', 'งาน', 'สมัคร', 'staff']"
0,"['เจอ', 'กุญแจ', 'มอไซต์', 'xmax', 'สี', 'ดำ', 'สี่', 'เหลี่ยม', 'นิ้ว', 'โป้ง', 'ร้าน', 'Zum', 'หน้า', 'ซอย', '11', '3', 'ทุ่ม']"
3,"['หา', 'อาจารย์', 'ชาตรี', 'มหัทธน', 'basic', 'Elec', 'อังคาร', 'เช้า', 'ช่องทาง', 'ติดต่อ', 'มั่ง', 'ไลน์', 'L9', 'แชท', 'ตัว', 'อาจารย์']"
3,['หรอ']
3,"['หา', 'เพื่อนน้อง', 'เด็ก', 'ซิ่ว', 'Dekhybrid', '6465']"
3,"['แนะนำ', 'อาจารย์', 'สอน', 'ท็อป', 'ฟอร์ม', 'วิชา', 'บ']"
3,"['แนะนำ', 'เกี่ยว', 'สาขา', 'เรียน', 'เกี่ยว', 'น้อง', 'สาว', 'สอบ', 'ติด']"
1,"['จอง', 'ด่วน', '1', 'ห้อง', 'สุดท้าย', 'ห้อง', 'พัก', 'ว่าง', 'สิรินพาร์ค', '4', 'ใกล้เซเว่น', 'ชาย', 'สี่', 'หมี่เกี๊ยว', 'น้ำ', 'ไฟ', 'ราคา', 'หลวง', 'บวก', 'น้ำ', '12', 'บาท', 'ไฟ', '4', 'บาท', 'ต่ำ', 'จ่าย', 'ตอน', '1', 'ห้อง']"
3,"['รีวิว', 'อาจารย์', 'วิชา', 'เรียน', 'อาจารย์', 'คน', 'ดี']"
3,"['พี่', 'คน', 'แนว', 'ข้อ', 'สอบ', 'รอบ', 'สอบ', 'สาขา', 'ไหม']"
3,"['สอบถาม', 'คิดเห็น', 'ห้อง', 'สูบ', 'บุหรี่', 'กลิ่น', 'ห้อง', 'ทำ', 'อดทน', 'สูบ', 'ระเบียง']"
3,"['สอบถาม', 'แมททีเรียล', '030103100', 'เซคไหน', 'เต็ม', 'ไหม']"
3,"['ทราบ', 'ไหม', 'ไลน์', 'กิน', 'ดี', 'กด', 'หมุน']"
3,"['หา', 'หอราคา', '3500', 'เดิน']"
3,"['มอ', 'ร้าน', 'บริการ', 'เสริม', 'งาม', 'เกี่ยว', 'เล็บ', 'เท้า', 'ไหม', 'ตัด', 'เล็บ', 'ขบไหม', 'ร้าน', 'แนะนำ', 'ผม', 'เจ็บ', 'เล็บ', 'ขบง่ะ']"
3,"['รีวิว', 'วิชา', 'วทอ', 'เรียน', 'วิชา']"
3,"['หา', 'หอ', 'แถว', 'มอ', 'ราคา', '4500', 'บาท', 'แนะนำ', 'หอ']"
3,"['สอบถาม', 'พี่', 'สัมภาษณ์', 'คณะครุศาสตร์', 'วิศวกรรม', 'ไฟฟ้า', 'ศึกษา', 'อิเล็กทรอนิกส์', 'โครงการ', 'เรียน', 'ดี', 'เตรียม', 'ตัว']"
3,"['แนะนำ', 'ร้าน', 'อาหาร', 'มอ', 'น้อง', 'โค', 'มอ', 'รู้', 'ร้าน', 'อร่อย']"
